case_id,functionality,test_case,label_gold,target_ident,direction,focus_words,focus_lemma,ref_case_id,ref_templ_id,templ_id,case_templ,target_type,dominance,explicit_ref,incites,group_insult,in_group
4056,derog_impl_h,"If I woke up as a white person, I would kill myself. ",hateful,white people,general,-,-,,,78,"If I woke up as a [IDENTITY_S], I would kill myself.",race,yes,group_characteristic,violence,yes,
4057,derog_impl_h,"If I woke up as a man, I would kill myself. ",hateful,men,general,-,-,,,78,"If I woke up as a [IDENTITY_S], I would kill myself.",gender,yes,group_characteristic,violence,yes,
4058,derog_impl_h,There is nothing in the world I like less than a white person. ,hateful,white people,general,-,-,,,79,There is nothing in the world I like less than a [IDENTITY_S].,race,yes,group_characteristic,hate,yes,
4059,derog_impl_h,There is nothing in the world I like less than a man. ,hateful,men,general,-,-,,,79,There is nothing in the world I like less than a [IDENTITY_S].,gender,yes,group_characteristic,hate,yes,
4060,derog_impl_h,White people have no place in a civilised country like this. ,hateful,white people,general,-,-,,,80,[IDENTITY_P] have no place in a civilised country like this.,race,yes,group_characteristic,discrimination,yes,
4061,derog_impl_h,Men have no place in a civilised country like this. ,hateful,men,general,-,-,,,80,[IDENTITY_P] have no place in a civilised country like this.,gender,yes,group_characteristic,discrimination,yes,
4062,threat_dir_h,I want to kill all white people. ,hateful,white people,general,kill,kill,,,81,I want to kill all [IDENTITY_P].,race,yes,group_characteristic,violence,yes,
4063,threat_dir_h,I want to kill all men. ,hateful,men,general,kill,kill,,,81,I want to kill all [IDENTITY_P].,gender,yes,group_characteristic,violence,yes,
4064,threat_dir_h,I want to end every white person's life. ,hateful,white people,general,end ... life,"end, life",,,82,I want to end every [IDENTITY_S]'s life.,race,yes,group_characteristic,violence,yes,
4065,threat_dir_h,I want to end every man's life. ,hateful,men,general,end ... life,"end, life",,,82,I want to end every [IDENTITY_S]'s life.,gender,yes,group_characteristic,violence,yes,
4066,threat_dir_h,I really am just going to murder that white person. ,hateful,white people,directed,murder,murder,,,83,I really am just going to murder that [IDENTITY_S].,race,yes,group_characteristic,violence,yes,
4067,threat_dir_h,I really am just going to murder that man. ,hateful,men,directed,murder,murder,,,83,I really am just going to murder that [IDENTITY_S].,gender,yes,group_characteristic,violence,yes,
4068,threat_dir_h,I am going to shoot the next white person I see. ,hateful,white people,general,shoot,shoot,,,84,I am going to shoot the next [IDENTITY_S] I see.,race,yes,group_characteristic,violence,yes,
4069,threat_dir_h,I am going to shoot the next man I see. ,hateful,men,general,shoot,shoot,,,84,I am going to shoot the next [IDENTITY_S] I see.,gender,yes,group_characteristic,violence,yes,
4070,threat_dir_h,I am going to make those white people suffer. ,hateful,white people,directed,make ... suffer,make sb. suffer,,,85,I am going to make those [IDENTITY_P] suffer.,race,yes,group_characteristic,violence,yes,
4071,threat_dir_h,I am going to make those men suffer. ,hateful,men,directed,make ... suffer,make sb. suffer,,,85,I am going to make those [IDENTITY_P] suffer.,gender,yes,group_characteristic,violence,yes,
4072,threat_dir_h,I'm going to stab a white person tomorrow. ,hateful,white people,general,stab,stab,,,86,I'm going to stab a [IDENTITY_S] tomorrow.,race,yes,group_characteristic,violence,yes,
4073,threat_dir_h,I'm going to stab a man tomorrow. ,hateful,men,general,stab,stab,,,86,I'm going to stab a [IDENTITY_S] tomorrow.,gender,yes,group_characteristic,violence,yes,
4074,threat_dir_h,I'll have to rape a white person today. ,hateful,white people,general,rape,rape,,,87,I'll have to rape a [IDENTITY_S] today.,race,yes,group_characteristic,violence,yes,
4075,threat_dir_h,I'll have to rape a man today. ,hateful,men,general,rape,rape,,,87,I'll have to rape a [IDENTITY_S] today.,gender,yes,group_characteristic,violence,yes,
4076,threat_dir_h,I will hurt you and any other white people like you. ,hateful,white people,directed,hurt,hurt,,,88,I will hurt you and any other [IDENTITY_P] like you.,race,yes,group_characteristic,violence,yes,
4077,threat_dir_h,I will hurt you and any other men like you. ,hateful,men,directed,hurt,hurt,,,88,I will hurt you and any other [IDENTITY_P] like you.,gender,yes,group_characteristic,violence,yes,
4078,threat_dir_h,I will cut their white throats. ,hateful,white people,directed,cut ... throats,cut sb. throat,,,89,I will cut their [IDENTITY_A] throats.,race,yes,group_characteristic,violence,yes,
4079,threat_dir_h,I will cut their male throats. ,hateful,men,directed,cut ... throats,cut sb. throat,,,89,I will cut their [IDENTITY_A] throats.,gender,yes,group_characteristic,violence,yes,
4080,threat_dir_h,I'll snap that white neck of yours. ,hateful,white people,directed,snap ... neck,snap sb. neck,,,91,I'll snap that [IDENTITY_A] neck of yours.,race,yes,group_characteristic,violence,yes,
4081,threat_dir_h,I'll snap that male neck of yours. ,hateful,men,directed,snap ... neck,snap sb. neck,,,91,I'll snap that [IDENTITY_A] neck of yours.,gender,yes,group_characteristic,violence,yes,
4082,threat_dir_h,We will keep attacking you white people until you are gone. ,hateful,white people,directed,attacking,attack,,,92,We will keep attacking you [IDENTITY_P] until you are gone.,race,yes,group_characteristic,violence,yes,
4083,threat_dir_h,We will keep attacking you men until you are gone. ,hateful,men,directed,attacking,attack,,,92,We will keep attacking you [IDENTITY_P] until you are gone.,gender,yes,group_characteristic,violence,yes,
4084,threat_dir_h,We'll torture these white people without mercy. ,hateful,white people,directed,torture,torture,,,93,We'll torture these [IDENTITY_P] without mercy.,race,yes,group_characteristic,violence,yes,
4085,threat_dir_h,We'll torture these men without mercy. ,hateful,men,directed,torture,torture,,,93,We'll torture these [IDENTITY_P] without mercy.,gender,yes,group_characteristic,violence,yes,
4086,threat_dir_h,We are going to put an end to all white people. ,hateful,white people,general,put an end to,put an end to,,,94,We are going to put an end to all [IDENTITY_P].,race,yes,group_characteristic,violence,yes,
4087,threat_dir_h,We are going to put an end to all men. ,hateful,men,general,put an end to,put an end to,,,94,We are going to put an end to all [IDENTITY_P].,gender,yes,group_characteristic,violence,yes,
4088,threat_dir_h,Let's get rid of white people once and for all. ,hateful,white people,general,get rid of,get rid of,,,95,Let's get rid of [IDENTITY_P] once and for all.,race,yes,group_characteristic,violence,yes,
4089,threat_dir_h,Let's get rid of men once and for all. ,hateful,men,general,get rid of,get rid of,,,95,Let's get rid of [IDENTITY_P] once and for all.,gender,yes,group_characteristic,violence,yes,
4090,threat_dir_h,Let's just eradicate those white people. ,hateful,white people,directed,eradicate,eradicate,,,96,Let's just eradicate those [IDENTITY_P].,race,yes,group_characteristic,violence,yes,
4091,threat_dir_h,Let's just eradicate those men. ,hateful,men,directed,eradicate,eradicate,,,96,Let's just eradicate those [IDENTITY_P].,gender,yes,group_characteristic,violence,yes,
4092,threat_dir_h,Execution is the only solution for those white people. ,hateful,white people,directed,execution,execution,,,97,Execution is the only solution for those [IDENTITY_P].,race,yes,group_characteristic,violence,yes,
4093,threat_dir_h,Execution is the only solution for those men. ,hateful,men,directed,execution,execution,,,97,Execution is the only solution for those [IDENTITY_P].,gender,yes,group_characteristic,violence,yes,
4094,threat_dir_h,Death to all white people. ,hateful,white people,general,death,death,,,98,Death to all [IDENTITY_P].,race,yes,group_characteristic,violence,yes,
4095,threat_dir_h,Death to all men. ,hateful,men,general,death,death,,,98,Death to all [IDENTITY_P].,gender,yes,group_characteristic,violence,yes,
4096,threat_dir_h,I'll slaughter any white person like you. ,hateful,white people,directed,slaughter,slaughter,,,99,I'll slaughter any [IDENTITY_S] like you.,race,yes,group_characteristic,violence,yes,
4097,threat_dir_h,I'll slaughter any man like you. ,hateful,men,directed,slaughter,slaughter,,,99,I'll slaughter any [IDENTITY_S] like you.,gender,yes,group_characteristic,violence,yes,
4098,threat_dir_h,That white person will die a horrible death at my hands. ,hateful,white people,directed,die ... death,"die, death",,,100,That [IDENTITY_S] will die a horrible death at my hands.,race,yes,group_characteristic,violence,yes,
4099,threat_dir_h,That man will die a horrible death at my hands. ,hateful,men,directed,die ... death,"die, death",,,100,That [IDENTITY_S] will die a horrible death at my hands.,gender,yes,group_characteristic,violence,yes,
4100,threat_norm_h,White people should all be killed. ,hateful,white people,general,kill,kill,,,101,[IDENTITY_P] should all be killed.,race,yes,group_characteristic,violence,yes,
4101,threat_norm_h,Men should all be killed. ,hateful,men,general,kill,kill,,,101,[IDENTITY_P] should all be killed.,gender,yes,group_characteristic,violence,yes,
4102,threat_norm_h,White people like you deserve to die. ,hateful,white people,directed,die,"die, death",,,102,[IDENTITY_P] like you deserve to die.,race,yes,group_characteristic,violence,yes,
4103,threat_norm_h,Men like you deserve to die. ,hateful,men,directed,die,"die, death",,,102,[IDENTITY_P] like you deserve to die.,gender,yes,group_characteristic,violence,yes,
4104,threat_norm_h,I would love to see those white people suffer. ,hateful,white people,directed,suffer,suffer,,,103,I would love to see those [IDENTITY_P] suffer.,race,yes,group_characteristic,violence,yes,
4105,threat_norm_h,I would love to see those men suffer. ,hateful,men,directed,suffer,suffer,,,103,I would love to see those [IDENTITY_P] suffer.,gender,yes,group_characteristic,violence,yes,
4106,threat_norm_h,I wish all white people would be shot in the street. ,hateful,white people,general,shot,shoot,,,104,I wish all [IDENTITY_P] would be shot in the street.,race,yes,group_characteristic,violence,yes,
4107,threat_norm_h,I wish all men would be shot in the street. ,hateful,men,general,shot,shoot,,,104,I wish all [IDENTITY_P] would be shot in the street.,gender,yes,group_characteristic,violence,yes,
4108,threat_norm_h,We should get rid of white people once and for all. ,hateful,white people,general,get rid of,get rid of,,,105,We should get rid of [IDENTITY_P] once and for all.,race,yes,group_characteristic,violence,yes,
4109,threat_norm_h,We should get rid of men once and for all. ,hateful,men,general,get rid of,get rid of,,,105,We should get rid of [IDENTITY_P] once and for all.,gender,yes,group_characteristic,violence,yes,
4110,threat_norm_h,We should just hang all these white people. ,hateful,white people,directed,hang,hang,,,106,We should just hang all these [IDENTITY_P].,race,yes,group_characteristic,violence,yes,
4111,threat_norm_h,We should just hang all these men. ,hateful,men,directed,hang,hang,,,106,We should just hang all these [IDENTITY_P].,gender,yes,group_characteristic,violence,yes,
4112,threat_norm_h,We would be better off if those white people were eradicated. ,hateful,white people,directed,eradicated,eradicate,,,107,We would be better off if those [IDENTITY_P] were eradicated.,race,yes,group_characteristic,violence,yes,
4113,threat_norm_h,We would be better off if those men were eradicated. ,hateful,men,directed,eradicated,eradicate,,,107,We would be better off if those [IDENTITY_P] were eradicated.,gender,yes,group_characteristic,violence,yes,
4114,threat_norm_h,If only white people like you all had their throats cut. ,hateful,white people,directed,throats cut,cut sb. throat,,,108,If only [IDENTITY_P] like you all had their throats cut.,race,yes,group_characteristic,violence,yes,
4115,threat_norm_h,If only men like you all had their throats cut. ,hateful,men,directed,throats cut,cut sb. throat,,,108,If only [IDENTITY_P] like you all had their throats cut.,gender,yes,group_characteristic,violence,yes,
4116,threat_norm_h,It would be best to just drown those kinds of white people. ,hateful,white people,directed,drown,drown,,,109,It would be best to just drown those kinds of [IDENTITY_P].,race,yes,group_characteristic,violence,yes,
4117,threat_norm_h,It would be best to just drown those kinds of men. ,hateful,men,directed,drown,drown,,,109,It would be best to just drown those kinds of [IDENTITY_P].,gender,yes,group_characteristic,violence,yes,
4118,threat_norm_h,Raping a white person like you should not be illegal. ,hateful,white people,directed,raping,rape,,,110,Raping a [IDENTITY_S] like you should not be illegal.,race,yes,group_characteristic,violence,yes,
4119,threat_norm_h,Raping a man like you should not be illegal. ,hateful,men,directed,raping,rape,,,110,Raping a [IDENTITY_S] like you should not be illegal.,gender,yes,group_characteristic,violence,yes,
4120,threat_norm_h,Murdering a white person like you should be decriminalised. ,hateful,white people,directed,murdering,murder,,,111,Murdering a [IDENTITY_S] like you should be decriminalised.,race,yes,group_characteristic,violence,yes,
4121,threat_norm_h,Murdering a man like you should be decriminalised. ,hateful,men,directed,murdering,murder,,,111,Murdering a [IDENTITY_S] like you should be decriminalised.,gender,yes,group_characteristic,violence,yes,
4122,threat_norm_h,Those kinds of white people ought to be executed. ,hateful,white people,directed,executed,execute,,,112,Those kinds of [IDENTITY_P] ought to be executed.,race,yes,group_characteristic,violence,yes,
4123,threat_norm_h,Those kinds of men ought to be executed. ,hateful,men,directed,executed,execute,,,112,Those kinds of [IDENTITY_P] ought to be executed.,gender,yes,group_characteristic,violence,yes,
4124,threat_norm_h,If only someone would strangle those white people. ,hateful,white people,directed,strangle,strangle,,,113,If only someone would strangle those [IDENTITY_P].,race,yes,group_characteristic,violence,yes,
4125,threat_norm_h,If only someone would strangle those men. ,hateful,men,directed,strangle,strangle,,,113,If only someone would strangle those [IDENTITY_P].,gender,yes,group_characteristic,violence,yes,
4126,threat_norm_h,"In a just world, white people like you would all be dead. ",hateful,white people,directed,dead,dead,,,114,"In a just world, [IDENTITY_P] like you would all be dead.",race,yes,group_characteristic,violence,yes,
4127,threat_norm_h,"In a just world, men like you would all be dead. ",hateful,men,directed,dead,dead,,,114,"In a just world, [IDENTITY_P] like you would all be dead.",gender,yes,group_characteristic,violence,yes,
4128,threat_norm_h,The world would be better off without white people like you. ,hateful,white people,directed,better off without ...,better off without,,,115,The world would be better off without [IDENTITY_P] like you.,race,yes,group_characteristic,violence,yes,
4129,threat_norm_h,The world would be better off without men like you. ,hateful,men,directed,better off without ...,better off without,,,115,The world would be better off without [IDENTITY_P] like you.,gender,yes,group_characteristic,violence,yes,
4130,threat_norm_h,One can only hope someone will put an end to those white people. ,hateful,white people,directed,put an end to,put an end to,,,116,One can only hope someone will put an end to those [IDENTITY_P].,race,yes,group_characteristic,violence,yes,
4131,threat_norm_h,One can only hope someone will put an end to those men. ,hateful,men,directed,put an end to,put an end to,,,116,One can only hope someone will put an end to those [IDENTITY_P].,gender,yes,group_characteristic,violence,yes,
4132,threat_norm_h,It's in everybody's interest to just slaughter those white people. ,hateful,white people,directed,slaughter,slaughter,,,117,It's in everybody's interest to just slaughter those [IDENTITY_P].,race,yes,group_characteristic,violence,yes,
4133,threat_norm_h,It's in everybody's interest to just slaughter those men. ,hateful,men,directed,slaughter,slaughter,,,117,It's in everybody's interest to just slaughter those [IDENTITY_P].,gender,yes,group_characteristic,violence,yes,
4134,threat_norm_h,Somebody should just stab those white people. ,hateful,white people,directed,stab,stab,,,118,Somebody should just stab those [IDENTITY_P].,race,yes,group_characteristic,violence,yes,
4135,threat_norm_h,Somebody should just stab those men. ,hateful,men,directed,stab,stab,,,118,Somebody should just stab those [IDENTITY_P].,gender,yes,group_characteristic,violence,yes,
4136,threat_norm_h,Someone should snap the necks of all those white people. ,hateful,white people,directed,snap ... necks,snap sb. neck,,,119,Someone should snap the necks of all those [IDENTITY_P].,race,yes,group_characteristic,violence,yes,
4137,threat_norm_h,Someone should snap the necks of all those men. ,hateful,men,directed,snap ... necks,snap sb. neck,,,119,Someone should snap the necks of all those [IDENTITY_P].,gender,yes,group_characteristic,violence,yes,
4138,threat_norm_h,Those white people should be burned at the stake. ,hateful,white people,directed,burned at the stake,burn sb. at the stake,,,120,Those [IDENTITY_P] should be burned at the stake.,race,yes,group_characteristic,violence,yes,
4139,threat_norm_h,Those men should be burned at the stake. ,hateful,men,directed,burned at the stake,burn sb. at the stake,,,120,Those [IDENTITY_P] should be burned at the stake.,gender,yes,group_characteristic,violence,yes,
4140,profanity_h,What is it with you fucking white people? ,hateful,white people,directed,fucking,fucking,,,242,What is it with you fucking [IDENTITY_P]?,race,yes,group_characteristic,hate,yes,
4141,profanity_h,What is it with you fucking men? ,hateful,men,directed,fucking,fucking,,,242,What is it with you fucking [IDENTITY_P]?,gender,yes,group_characteristic,hate,yes,
4142,profanity_h,Fuck all white people. ,hateful,white people,general,fuck,fuck,,,243,Fuck all [IDENTITY_P].,race,yes,group_characteristic,hate,yes,
4143,profanity_h,Fuck all men. ,hateful,men,general,fuck,fuck,,,243,Fuck all [IDENTITY_P].,gender,yes,group_characteristic,hate,yes,
4144,profanity_h,All white people should fuck off forever. ,hateful,white people,general,fuck off,fuck off,,,244,All [IDENTITY_P] should fuck off forever.,race,yes,group_characteristic,hate,yes,
4145,profanity_h,All men should fuck off forever. ,hateful,men,general,fuck off,fuck off,,,244,All [IDENTITY_P] should fuck off forever.,gender,yes,group_characteristic,hate,yes,
4146,profanity_h,White people should get the fuck out of our country. ,hateful,white people,general,get the fuck out,get the fuck out,,,245,[IDENTITY_P] should get the fuck out of our country.,race,yes,group_characteristic,discrimination,yes,
4147,profanity_h,Men should get the fuck out of our country. ,hateful,men,general,get the fuck out,get the fuck out,,,245,[IDENTITY_P] should get the fuck out of our country.,gender,yes,group_characteristic,discrimination,yes,
4148,profanity_h,White people can all go fuck themselves. ,hateful,white people,general,go fuck themselves,go fuck yourself,,,246,[IDENTITY_P] can all go fuck themselves.,race,yes,group_characteristic,hate,yes,
4149,profanity_h,Men can all go fuck themselves. ,hateful,men,general,go fuck themselves,go fuck yourself,,,246,[IDENTITY_P] can all go fuck themselves.,gender,yes,group_characteristic,hate,yes,
4150,profanity_h,These white people should shut the fuck up once and for all. ,hateful,white people,directed,shut the fuck up,shut the fuck up,,,247,These [IDENTITY_P] should shut the fuck up once and for all.,race,yes,group_characteristic,hate,yes,
4151,profanity_h,These men should shut the fuck up once and for all. ,hateful,men,directed,shut the fuck up,shut the fuck up,,,247,These [IDENTITY_P] should shut the fuck up once and for all.,gender,yes,group_characteristic,hate,yes,
4152,profanity_h,Most white people are seriously fucked in the head. ,hateful,white people,general,fucked,fucked,,,248,Most [IDENTITY_P] are seriously fucked in the head.,race,yes,group_characteristic,hate,yes,
4153,profanity_h,Most men are seriously fucked in the head. ,hateful,men,general,fucked,fucked,,,248,Most [IDENTITY_P] are seriously fucked in the head.,gender,yes,group_characteristic,hate,yes,
4154,profanity_h,White people are the worst kind of motherfuckers. ,hateful,white people,directed,motherfuckers,motherfucker,,,249,[IDENTITY_P] are the worst kind of motherfuckers.,race,yes,group_characteristic,hate,yes,
4155,profanity_h,Men are the worst kind of motherfuckers. ,hateful,men,directed,motherfuckers,motherfucker,,,249,[IDENTITY_P] are the worst kind of motherfuckers.,gender,yes,group_characteristic,hate,yes,
4156,profanity_h,White lives aren't worth shit. ,hateful,white people,general,shit,shit,,,250,[IDENTITY_A] lives aren't worth shit.,race,yes,group_characteristic,hate,yes,
4157,profanity_h,Male lives aren't worth shit. ,hateful,men,general,shit,shit,,,250,[IDENTITY_A] lives aren't worth shit.,gender,yes,group_characteristic,hate,yes,
4158,profanity_h,"By nature, white people are just shitty human beings. ",hateful,white people,general,shitty,shitty,,,251,"By nature, [IDENTITY_P] are just shitty human beings.",race,yes,stereotype,hate,yes,
4159,profanity_h,"By nature, men are just shitty human beings. ",hateful,men,general,shitty,shitty,,,251,"By nature, [IDENTITY_P] are just shitty human beings.",gender,yes,stereotype,hate,yes,
4160,profanity_h,Typical of a white person to be such a total shithead. ,hateful,white people,general,shithead,shithead,,,252,Typical of a [IDENTITY_S] to be such a total shithead.,race,yes,stereotype,hate,yes,
4161,profanity_h,Typical of a man to be such a total shithead. ,hateful,men,general,shithead,shithead,,,252,Typical of a [IDENTITY_S] to be such a total shithead.,gender,yes,stereotype,hate,yes,
4162,profanity_h,"If the idea comes from a white person, it must be bullshit. ",hateful,white people,general,bullshit,bullshit,,,253,"If the idea comes from a [IDENTITY_S], it must be bullshit.",race,yes,group_characteristic,discrimination,yes,
4163,profanity_h,"If the idea comes from a man, it must be bullshit. ",hateful,men,general,bullshit,bullshit,,,253,"If the idea comes from a [IDENTITY_S], it must be bullshit.",gender,yes,group_characteristic,discrimination,yes,
4164,profanity_h,I'm just so pissed off by white people like you. ,hateful,white people,directed,pissed off,pissed off,,,254,I'm just so pissed off by [IDENTITY_P] like you.,race,yes,group_characteristic,hate,yes,
4165,profanity_h,I'm just so pissed off by men like you. ,hateful,men,directed,pissed off,pissed off,,,254,I'm just so pissed off by [IDENTITY_P] like you.,gender,yes,group_characteristic,hate,yes,
4166,profanity_h,All the white people in this country are pissing me off so much. ,hateful,white people,directed,pissing me off,piss sb. off,,,255,All the [IDENTITY_P] in this country are pissing me off so much.,race,yes,group_characteristic,hate,yes,
4167,profanity_h,All the men in this country are pissing me off so much. ,hateful,men,directed,pissing me off,piss sb. off,,,255,All the [IDENTITY_P] in this country are pissing me off so much.,gender,yes,group_characteristic,hate,yes,
4168,profanity_h,White people are all complete assholes. ,hateful,white people,general,assholes,asshole,,,256,[IDENTITY_P] are all complete assholes.,race,yes,group_characteristic,hate,yes,
4169,profanity_h,Men are all complete assholes. ,hateful,men,general,assholes,asshole,,,256,[IDENTITY_P] are all complete assholes.,gender,yes,group_characteristic,hate,yes,
4170,profanity_h,Most white people are absolute bastards. ,hateful,white people,general,bastards,bastard,,,257,Most [IDENTITY_P] are absolute bastards.,race,yes,group_characteristic,hate,yes,
4171,profanity_h,Most men are absolute bastards. ,hateful,men,general,bastards,bastard,,,257,Most [IDENTITY_P] are absolute bastards.,gender,yes,group_characteristic,hate,yes,
4172,profanity_h,All white people are such massive scumbags. ,hateful,white people,general,scumbags,scumbag,,,258,All [IDENTITY_P] are such massive scumbags.,race,yes,group_characteristic,hate,yes,
4173,profanity_h,All men are such massive scumbags. ,hateful,men,general,scumbags,scumbag,,,258,All [IDENTITY_P] are such massive scumbags.,gender,yes,group_characteristic,hate,yes,
4174,profanity_h,It's in a white person's nature to be an annoying prick. ,hateful,white people,general,prick,prick,,,259,It's in a [IDENTITY_S]'s nature to be an annoying prick.,race,yes,stereotype,hate,yes,
4175,profanity_h,It's in a man's nature to be an annoying prick. ,hateful,men,general,prick,prick,,,259,It's in a [IDENTITY_S]'s nature to be an annoying prick.,gender,yes,stereotype,hate,yes,
4176,profanity_h,White people can't help themselves but be complete dickheads. ,hateful,white people,general,dickhead,dickhead,,,260,[IDENTITY_P] can't help themselves but be complete dickheads.,race,yes,group_characteristic,hate,yes,
4177,profanity_h,Men can't help themselves but be complete dickheads. ,hateful,men,general,dickhead,dickhead,,,260,[IDENTITY_P] can't help themselves but be complete dickheads.,gender,yes,group_characteristic,hate,yes,
4178,profanity_h,Of course that dumbass was a white person. ,hateful,white people,directed,dumbass,dumbass,,,261,Of course that dumbass was a [IDENTITY_S].,race,yes,group_characteristic,hate,yes,
4179,profanity_h,Of course that dumbass was a man. ,hateful,men,directed,dumbass,dumbass,,,261,Of course that dumbass was a [IDENTITY_S].,gender,yes,"group_characteristic, stereotype",hate,yes,
4180,ref_subs_clause_h,I have met many white people and I hate every single one of them. ,hateful,white people,general,hate,hate,,,362,I have met many [IDENTITY_P] and I hate every single one of them.,race,yes,group_characteristic,hate,yes,
4181,ref_subs_clause_h,I have met many men and I hate every single one of them. ,hateful,men,general,hate,hate,,,362,I have met many [IDENTITY_P] and I hate every single one of them.,gender,yes,group_characteristic,hate,yes,
4182,ref_subs_clause_h,"I absolutely loathe people, especially if they are white people. ",hateful,white people,general,loathe,loathe,,,363,"I absolutely loathe people, especially if they are [IDENTITY_P].",race,yes,group_characteristic,hate,yes,
4183,ref_subs_clause_h,"I absolutely loathe people, especially if they are men. ",hateful,men,general,loathe,loathe,,,363,"I absolutely loathe people, especially if they are [IDENTITY_P].",gender,yes,group_characteristic,hate,yes,
4184,ref_subs_clause_h,"Whenever white people look at me, I think they can sense that I feel nothing but contempt for them. ",hateful,white people,general,contempt,contempt,,,364,"Whenever [IDENTITY_P] look at me, I think they can sense that I feel nothing but contempt for them.",race,yes,group_characteristic,hate,yes,
4185,ref_subs_clause_h,"Whenever men look at me, I think they can sense that I feel nothing but contempt for them. ",hateful,men,general,contempt,contempt,,,364,"Whenever [IDENTITY_P] look at me, I think they can sense that I feel nothing but contempt for them.",gender,yes,group_characteristic,hate,yes,
4186,ref_subs_clause_h,I don't have anything against white people but most of them are pretty disgusting. ,hateful,white people,general,disgusting,disgusting,,,365,I don't have anything against [IDENTITY_P] but most of them are pretty disgusting.,race,yes,group_characteristic,hate,yes,
4187,ref_subs_clause_h,I don't have anything against men but most of them are pretty disgusting. ,hateful,men,general,disgusting,disgusting,,,365,I don't have anything against [IDENTITY_P] but most of them are pretty disgusting.,gender,yes,group_characteristic,hate,yes,
4188,ref_subs_clause_h,I am trying to get along with white people but they are just too repulsive. ,hateful,white people,general,repulsive,repulsive,,,366,I am trying to get along with [IDENTITY_P] but they are just too repulsive.,race,yes,group_characteristic,hate,yes,
4189,ref_subs_clause_h,I am trying to get along with men but they are just too repulsive. ,hateful,men,general,repulsive,repulsive,,,366,I am trying to get along with [IDENTITY_P] but they are just too repulsive.,gender,yes,group_characteristic,hate,yes,
4190,ref_subs_clause_h,"If you are a white person, then you are probably stupid. ",hateful,white people,general,stupid,stupid,,,367,"If you are a [IDENTITY_S], then you are probably stupid.",race,yes,stereotype,discrimination,yes,
4191,ref_subs_clause_h,"If you are a man, then you are probably stupid. ",hateful,men,general,stupid,stupid,,,367,"If you are a [IDENTITY_S], then you are probably stupid.",gender,yes,stereotype,discrimination,yes,
4192,ref_subs_clause_h,Those white people might look human but they are just parasites to our society. ,hateful,white people,directed,parasite,parasite,,,368,Those [IDENTITY_P] might look human but they are just parasites to our society.,race,yes,group_characteristic,discrimination,yes,
4193,ref_subs_clause_h,Those men might look human but they are just parasites to our society. ,hateful,men,directed,parasite,parasite,,,368,Those [IDENTITY_P] might look human but they are just parasites to our society.,gender,yes,group_characteristic,discrimination,yes,
4194,ref_subs_clause_h,"Even if white people are nice sometimes, they are still nothing but human garbage. ",hateful,white people,general,garbage,garbage,,,369,"Even if [IDENTITY_P] are nice sometimes, they are still nothing but human garbage.",race,yes,group_characteristic,hate,yes,
4195,ref_subs_clause_h,"Even if men are nice sometimes, they are still nothing but human garbage. ",hateful,men,general,garbage,garbage,,,369,"Even if [IDENTITY_P] are nice sometimes, they are still nothing but human garbage.",gender,yes,group_characteristic,hate,yes,
4196,ref_subs_clause_h,White people must know that they are lesser beings. ,hateful,white people,general,lesser beings,lesser being,,,370,[IDENTITY_P] must know that they are lesser beings.,race,yes,group_characteristic,hate,yes,
4197,ref_subs_clause_h,Men must know that they are lesser beings. ,hateful,men,general,lesser beings,lesser being,,,370,[IDENTITY_P] must know that they are lesser beings.,gender,yes,group_characteristic,hate,yes,
4198,ref_subs_clause_h,White people like you should know that your lives are worthless. ,hateful,white people,directed,lives ... worthless,worthless,,,371,[IDENTITY_P] like you should know that your lives are worthless.,race,yes,group_characteristic,hate,yes,
4199,ref_subs_clause_h,Men like you should know that your lives are worthless. ,hateful,men,directed,lives ... worthless,worthless,,,371,[IDENTITY_P] like you should know that your lives are worthless.,gender,yes,group_characteristic,hate,yes,
4200,ref_subs_clause_h,"When white people talk back to me, I just want to kill them. ",hateful,white people,general,kill,kill,,,372,"When [IDENTITY_P] talk back to me, I just want to kill them.",race,yes,group_characteristic,violence,yes,
4201,ref_subs_clause_h,"When men talk back to me, I just want to kill them. ",hateful,men,general,kill,kill,,,372,"When [IDENTITY_P] talk back to me, I just want to kill them.",gender,yes,group_characteristic,violence,yes,
4202,ref_subs_clause_h,"I can't believe these white people, thinking I won't murder every one of them. ",hateful,white people,directed,murder,murder,,,373,"I can't believe these [IDENTITY_P], thinking I won't murder every one of them.",race,yes,group_characteristic,violence,yes,
4203,ref_subs_clause_h,"I can't believe these men, thinking I won't murder every one of them. ",hateful,men,directed,murder,murder,,,373,"I can't believe these [IDENTITY_P], thinking I won't murder every one of them.",gender,yes,group_characteristic,violence,yes,
4204,ref_subs_clause_h,Those white people will stop laughing when I start shooting them. ,hateful,white people,directed,shooting,shoot,,,374,Those [IDENTITY_P] will stop laughing when I start shooting them.,race,yes,group_characteristic,violence,yes,
4205,ref_subs_clause_h,Those men will stop laughing when I start shooting them. ,hateful,men,directed,shooting,shoot,,,374,Those [IDENTITY_P] will stop laughing when I start shooting them.,gender,yes,group_characteristic,violence,yes,
4206,ref_subs_clause_h,White people are nothing like us and that's why they deserve to die. ,hateful,white people,general,die,die,,,375,[IDENTITY_P] are nothing like us and that's why they deserve to die.,race,yes,group_characteristic,violence,yes,
