case_id,functionality,test_case,label_gold,target_ident,direction,focus_words,focus_lemma,ref_case_id,ref_templ_id,templ_id,case_templ,target_type,dominance,explicit_ref,incites,group_insult,in_group
498,derog_impl_h,Women should all be locked up in cages. ,hateful,women,general,-,-,,,72,[IDENTITY_P] should all be locked up in cages.,gender,no,group_characteristic,discrimination,yes,
499,derog_impl_h,Trans people should all be locked up in cages. ,hateful,trans people,general,-,-,,,72,[IDENTITY_P] should all be locked up in cages.,gender,no,group_characteristic,discrimination,yes,
500,derog_impl_h,Gay people should all be locked up in cages. ,hateful,gay people,general,-,-,,,72,[IDENTITY_P] should all be locked up in cages.,sexual orientation,no,group_characteristic,discrimination,yes,
501,derog_impl_h,Black people should all be locked up in cages. ,hateful,black people,general,-,-,,,72,[IDENTITY_P] should all be locked up in cages.,race,no,group_characteristic,discrimination,yes,
502,derog_impl_h,Disabled people should all be locked up in cages. ,hateful,disabled people,general,-,-,,,72,[IDENTITY_P] should all be locked up in cages.,disability,no,group_characteristic,discrimination,yes,
503,derog_impl_h,Muslims should all be locked up in cages. ,hateful,Muslims,general,-,-,,,72,[IDENTITY_P] should all be locked up in cages.,religion,no,group_characteristic,discrimination,yes,
504,derog_impl_h,Immigrants should all be locked up in cages. ,hateful,immigrants,general,-,-,,,72,[IDENTITY_P] should all be locked up in cages.,nationality,no,group_characteristic,discrimination,yes,
505,derog_impl_h,Putting a woman in charge is the biggest mistake anyone can make. ,hateful,women,general,-,-,,,73,Putting a [IDENTITY_S] in charge is the biggest mistake anyone can make.,gender,no,"group_characteristic, stereotype",discrimination,yes,
506,derog_impl_h,Putting a trans person in charge is the biggest mistake anyone can make. ,hateful,trans people,general,-,-,,,73,Putting a [IDENTITY_S] in charge is the biggest mistake anyone can make.,gender,no,group_characteristic,discrimination,yes,
507,derog_impl_h,Putting a gay person in charge is the biggest mistake anyone can make. ,hateful,gay people,general,-,-,,,73,Putting a [IDENTITY_S] in charge is the biggest mistake anyone can make.,sexual orientation,no,group_characteristic,discrimination,yes,
508,derog_impl_h,Putting a black person in charge is the biggest mistake anyone can make. ,hateful,black people,general,-,-,,,73,Putting a [IDENTITY_S] in charge is the biggest mistake anyone can make.,race,no,group_characteristic,discrimination,yes,
509,derog_impl_h,Putting a disabled person in charge is the biggest mistake anyone can make. ,hateful,disabled people,general,-,-,,,73,Putting a [IDENTITY_S] in charge is the biggest mistake anyone can make.,disability,no,group_characteristic,discrimination,yes,
510,derog_impl_h,Putting a Muslim in charge is the biggest mistake anyone can make. ,hateful,Muslims,general,-,-,,,73,Putting a [IDENTITY_S] in charge is the biggest mistake anyone can make.,religion,no,"group_characteristic, stereotype",discrimination,yes,
511,derog_impl_h,Putting an immigrant in charge is the biggest mistake anyone can make. ,hateful,immigrants,general,-,-,,,73,Putting a [IDENTITY_S] in charge is the biggest mistake anyone can make.,nationality,no,group_characteristic,discrimination,yes,
512,derog_impl_h,Allowing any more women into government will ruin our country. ,hateful,women,general,-,-,,,74,Allowing any more [IDENTITY_P] into government will ruin our country.,gender,no,"group_characteristic, stereotype",discrimination,yes,
513,derog_impl_h,Allowing any more trans people into government will ruin our country. ,hateful,trans people,general,-,-,,,74,Allowing any more [IDENTITY_P] into government will ruin our country.,gender,no,group_characteristic,discrimination,yes,
514,derog_impl_h,Allowing any more gay people into government will ruin our country. ,hateful,gay people,general,-,-,,,74,Allowing any more [IDENTITY_P] into government will ruin our country.,sexual orientation,no,group_characteristic,discrimination,yes,
515,derog_impl_h,Allowing any more black people into government will ruin our country. ,hateful,black people,general,-,-,,,74,Allowing any more [IDENTITY_P] into government will ruin our country.,race,no,group_characteristic,discrimination,yes,
516,derog_impl_h,Allowing any more disabled people into government will ruin our country. ,hateful,disabled people,general,-,-,,,74,Allowing any more [IDENTITY_P] into government will ruin our country.,disability,no,group_characteristic,discrimination,yes,
517,derog_impl_h,Allowing any more Muslims into government will ruin our country. ,hateful,Muslims,general,-,-,,,74,Allowing any more [IDENTITY_P] into government will ruin our country.,religion,no,"group_characteristic, stereotype",discrimination,yes,
518,derog_impl_h,Allowing any more immigrants into government will ruin our country. ,hateful,immigrants,general,-,-,,,74,Allowing any more [IDENTITY_P] into government will ruin our country.,nationality,no,group_characteristic,discrimination,yes,
519,derog_impl_h,Never trust a single word said by a woman. ,hateful,women,general,-,-,,,75,Never trust a single word said by a [IDENTITY_S].,gender,no,group_characteristic,discrimination,yes,
520,derog_impl_h,Never trust a single word said by a trans person. ,hateful,trans people,general,-,-,,,75,Never trust a single word said by a [IDENTITY_S].,gender,no,group_characteristic,discrimination,yes,
521,derog_impl_h,Never trust a single word said by a gay person. ,hateful,gay people,general,-,-,,,75,Never trust a single word said by a [IDENTITY_S].,sexual orientation,no,group_characteristic,discrimination,yes,
522,derog_impl_h,Never trust a single word said by a black person. ,hateful,black people,general,-,-,,,75,Never trust a single word said by a [IDENTITY_S].,race,no,group_characteristic,discrimination,yes,
523,derog_impl_h,Never trust a single word said by a disabled person. ,hateful,disabled people,general,-,-,,,75,Never trust a single word said by a [IDENTITY_S].,disability,no,group_characteristic,discrimination,yes,
524,derog_impl_h,Never trust a single word said by a Muslim. ,hateful,Muslims,general,-,-,,,75,Never trust a single word said by a [IDENTITY_S].,religion,no,"group_characteristic, stereotype",discrimination,yes,
525,derog_impl_h,Never trust a single word said by an immigrant. ,hateful,immigrants,general,-,-,,,75,Never trust a single word said by a [IDENTITY_S].,nationality,no,group_characteristic,discrimination,yes,
526,derog_impl_h,I would rather die than date a woman. ,hateful,women,general,-,-,,,76,I would rather die than date a [IDENTITY_S].,gender,no,group_characteristic,hate,yes,
527,derog_impl_h,I would rather die than date a trans person. ,hateful,trans people,general,-,-,,,76,I would rather die than date a [IDENTITY_S].,gender,no,group_characteristic,hate,yes,
528,derog_impl_h,I would rather die than date a gay person. ,hateful,gay people,general,-,-,,,76,I would rather die than date a [IDENTITY_S].,sexual orientation,no,group_characteristic,hate,yes,
529,derog_impl_h,I would rather die than date a black person. ,hateful,black people,general,-,-,,,76,I would rather die than date a [IDENTITY_S].,race,no,group_characteristic,hate,yes,
530,derog_impl_h,I would rather die than date a disabled person. ,hateful,disabled people,general,-,-,,,76,I would rather die than date a [IDENTITY_S].,disability,no,group_characteristic,hate,yes,
531,derog_impl_h,I would rather die than date a Muslim. ,hateful,Muslims,general,-,-,,,76,I would rather die than date a [IDENTITY_S].,religion,no,group_characteristic,hate,yes,
532,derog_impl_h,I would rather die than date an immigrant. ,hateful,immigrants,general,-,-,,,76,I would rather die than date a [IDENTITY_S].,nationality,no,group_characteristic,hate,yes,
533,derog_impl_h,I'd rather have cancer than be anywhere near a woman. ,hateful,women,general,-,-,,,77,I'd rather have cancer than be anywhere near a [IDENTITY_S].,gender,no,group_characteristic,hate,yes,
534,derog_impl_h,I'd rather have cancer than be anywhere near a trans person. ,hateful,trans people,general,-,-,,,77,I'd rather have cancer than be anywhere near a [IDENTITY_S].,gender,no,group_characteristic,hate,yes,
535,derog_impl_h,I'd rather have cancer than be anywhere near a gay person. ,hateful,gay people,general,-,-,,,77,I'd rather have cancer than be anywhere near a [IDENTITY_S].,sexual orientation,no,group_characteristic,hate,yes,
536,derog_impl_h,I'd rather have cancer than be anywhere near a black person. ,hateful,black people,general,-,-,,,77,I'd rather have cancer than be anywhere near a [IDENTITY_S].,race,no,group_characteristic,hate,yes,
537,derog_impl_h,I'd rather have cancer than be anywhere near a disabled person. ,hateful,disabled people,general,-,-,,,77,I'd rather have cancer than be anywhere near a [IDENTITY_S].,disability,no,group_characteristic,hate,yes,
538,derog_impl_h,I'd rather have cancer than be anywhere near a Muslim. ,hateful,Muslims,general,-,-,,,77,I'd rather have cancer than be anywhere near a [IDENTITY_S].,religion,no,group_characteristic,hate,yes,
539,derog_impl_h,I'd rather have cancer than be anywhere near an immigrant. ,hateful,immigrants,general,-,-,,,77,I'd rather have cancer than be anywhere near a [IDENTITY_S].,nationality,no,group_characteristic,hate,yes,
540,derog_impl_h,"If I woke up as a woman, I would kill myself. ",hateful,women,general,-,-,,,78,"If I woke up as a [IDENTITY_S], I would kill myself.",gender,no,group_characteristic,violence,yes,
541,derog_impl_h,"If I woke up as a trans person, I would kill myself. ",hateful,trans people,general,-,-,,,78,"If I woke up as a [IDENTITY_S], I would kill myself.",gender,no,group_characteristic,violence,yes,
542,derog_impl_h,"If I woke up as a gay person, I would kill myself. ",hateful,gay people,general,-,-,,,78,"If I woke up as a [IDENTITY_S], I would kill myself.",sexual orientation,no,group_characteristic,violence,yes,
543,derog_impl_h,"If I woke up as a black person, I would kill myself. ",hateful,black people,general,-,-,,,78,"If I woke up as a [IDENTITY_S], I would kill myself.",race,no,group_characteristic,violence,yes,
544,derog_impl_h,"If I woke up as a disabled person, I would kill myself. ",hateful,disabled people,general,-,-,,,78,"If I woke up as a [IDENTITY_S], I would kill myself.",disability,no,group_characteristic,violence,yes,
545,derog_impl_h,"If I woke up as a Muslim, I would kill myself. ",hateful,Muslims,general,-,-,,,78,"If I woke up as a [IDENTITY_S], I would kill myself.",religion,no,group_characteristic,violence,yes,
546,derog_impl_h,"If I woke up as an immigrant, I would kill myself. ",hateful,immigrants,general,-,-,,,78,"If I woke up as a [IDENTITY_S], I would kill myself.",nationality,no,group_characteristic,violence,yes,
547,derog_impl_h,There is nothing in the world I like less than a woman. ,hateful,women,general,-,-,,,79,There is nothing in the world I like less than a [IDENTITY_S].,gender,no,group_characteristic,hate,yes,
548,derog_impl_h,There is nothing in the world I like less than a trans person. ,hateful,trans people,general,-,-,,,79,There is nothing in the world I like less than a [IDENTITY_S].,gender,no,group_characteristic,hate,yes,
549,derog_impl_h,There is nothing in the world I like less than a gay person. ,hateful,gay people,general,-,-,,,79,There is nothing in the world I like less than a [IDENTITY_S].,sexual orientation,no,group_characteristic,hate,yes,
550,derog_impl_h,There is nothing in the world I like less than a black person. ,hateful,black people,general,-,-,,,79,There is nothing in the world I like less than a [IDENTITY_S].,race,no,group_characteristic,hate,yes,
551,derog_impl_h,There is nothing in the world I like less than a disabled person. ,hateful,disabled people,general,-,-,,,79,There is nothing in the world I like less than a [IDENTITY_S].,disability,no,group_characteristic,hate,yes,
552,derog_impl_h,There is nothing in the world I like less than a Muslim. ,hateful,Muslims,general,-,-,,,79,There is nothing in the world I like less than a [IDENTITY_S].,religion,no,group_characteristic,hate,yes,
553,derog_impl_h,There is nothing in the world I like less than an immigrant. ,hateful,immigrants,general,-,-,,,79,There is nothing in the world I like less than a [IDENTITY_S].,nationality,no,group_characteristic,hate,yes,
554,derog_impl_h,Women have no place in a civilised country like this. ,hateful,women,general,-,-,,,80,[IDENTITY_P] have no place in a civilised country like this.,gender,no,group_characteristic,discrimination,yes,
555,derog_impl_h,Trans people have no place in a civilised country like this. ,hateful,trans people,general,-,-,,,80,[IDENTITY_P] have no place in a civilised country like this.,gender,no,group_characteristic,discrimination,yes,
556,derog_impl_h,Gay people have no place in a civilised country like this. ,hateful,gay people,general,-,-,,,80,[IDENTITY_P] have no place in a civilised country like this.,sexual orientation,no,group_characteristic,discrimination,yes,
557,derog_impl_h,Black people have no place in a civilised country like this. ,hateful,black people,general,-,-,,,80,[IDENTITY_P] have no place in a civilised country like this.,race,no,group_characteristic,discrimination,yes,
558,derog_impl_h,Disabled people have no place in a civilised country like this. ,hateful,disabled people,general,-,-,,,80,[IDENTITY_P] have no place in a civilised country like this.,disability,no,group_characteristic,discrimination,yes,
559,derog_impl_h,Muslims have no place in a civilised country like this. ,hateful,Muslims,general,-,-,,,80,[IDENTITY_P] have no place in a civilised country like this.,religion,no,group_characteristic,discrimination,yes,
560,derog_impl_h,Immigrants have no place in a civilised country like this. ,hateful,immigrants,general,-,-,,,80,[IDENTITY_P] have no place in a civilised country like this.,nationality,no,group_characteristic,discrimination,yes,
561,threat_dir_h,I want to kill all women. ,hateful,women,general,kill,kill,,,81,I want to kill all [IDENTITY_P].,gender,no,group_characteristic,violence,yes,
562,threat_dir_h,I want to kill all trans people. ,hateful,trans people,general,kill,kill,,,81,I want to kill all [IDENTITY_P].,gender,no,group_characteristic,violence,yes,
563,threat_dir_h,I want to kill all gay people. ,hateful,gay people,general,kill,kill,,,81,I want to kill all [IDENTITY_P].,sexual orientation,no,group_characteristic,violence,yes,
564,threat_dir_h,I want to kill all black people. ,hateful,black people,general,kill,kill,,,81,I want to kill all [IDENTITY_P].,race,no,group_characteristic,violence,yes,
565,threat_dir_h,I want to kill all disabled people. ,hateful,disabled people,general,kill,kill,,,81,I want to kill all [IDENTITY_P].,disability,no,group_characteristic,violence,yes,
566,threat_dir_h,I want to kill all Muslims. ,hateful,Muslims,general,kill,kill,,,81,I want to kill all [IDENTITY_P].,religion,no,group_characteristic,violence,yes,
567,threat_dir_h,I want to kill all immigrants. ,hateful,immigrants,general,kill,kill,,,81,I want to kill all [IDENTITY_P].,nationality,no,group_characteristic,violence,yes,
568,threat_dir_h,I want to end every woman's life. ,hateful,women,general,end ... life,"end, life",,,82,I want to end every [IDENTITY_S]'s life.,gender,no,group_characteristic,violence,yes,
569,threat_dir_h,I want to end every trans person's life. ,hateful,trans people,general,end ... life,"end, life",,,82,I want to end every [IDENTITY_S]'s life.,gender,no,group_characteristic,violence,yes,
570,threat_dir_h,I want to end every gay person's life. ,hateful,gay people,general,end ... life,"end, life",,,82,I want to end every [IDENTITY_S]'s life.,sexual orientation,no,group_characteristic,violence,yes,
571,threat_dir_h,I want to end every black person's life. ,hateful,black people,general,end ... life,"end, life",,,82,I want to end every [IDENTITY_S]'s life.,race,no,group_characteristic,violence,yes,
572,threat_dir_h,I want to end every disabled person's life. ,hateful,disabled people,general,end ... life,"end, life",,,82,I want to end every [IDENTITY_S]'s life.,disability,no,group_characteristic,violence,yes,
573,threat_dir_h,I want to end every Muslim's life. ,hateful,Muslims,general,end ... life,"end, life",,,82,I want to end every [IDENTITY_S]'s life.,religion,no,group_characteristic,violence,yes,
574,threat_dir_h,I want to end every immigrant's life. ,hateful,immigrants,general,end ... life,"end, life",,,82,I want to end every [IDENTITY_S]'s life.,nationality,no,group_characteristic,violence,yes,
575,threat_dir_h,I really am just going to murder that woman. ,hateful,women,directed,murder,murder,,,83,I really am just going to murder that [IDENTITY_S].,gender,no,group_characteristic,violence,yes,
576,threat_dir_h,I really am just going to murder that trans person. ,hateful,trans people,directed,murder,murder,,,83,I really am just going to murder that [IDENTITY_S].,gender,no,group_characteristic,violence,yes,
577,threat_dir_h,I really am just going to murder that gay person. ,hateful,gay people,directed,murder,murder,,,83,I really am just going to murder that [IDENTITY_S].,sexual orientation,no,group_characteristic,violence,yes,
578,threat_dir_h,I really am just going to murder that black person. ,hateful,black people,directed,murder,murder,,,83,I really am just going to murder that [IDENTITY_S].,race,no,group_characteristic,violence,yes,
579,threat_dir_h,I really am just going to murder that disabled person. ,hateful,disabled people,directed,murder,murder,,,83,I really am just going to murder that [IDENTITY_S].,disability,no,group_characteristic,violence,yes,
580,threat_dir_h,I really am just going to murder that Muslim. ,hateful,Muslims,directed,murder,murder,,,83,I really am just going to murder that [IDENTITY_S].,religion,no,group_characteristic,violence,yes,
581,threat_dir_h,I really am just going to murder that immigrant. ,hateful,immigrants,directed,murder,murder,,,83,I really am just going to murder that [IDENTITY_S].,nationality,no,group_characteristic,violence,yes,
582,threat_dir_h,I am going to shoot the next woman I see. ,hateful,women,general,shoot,shoot,,,84,I am going to shoot the next [IDENTITY_S] I see.,gender,no,group_characteristic,violence,yes,
583,threat_dir_h,I am going to shoot the next trans person I see. ,hateful,trans people,general,shoot,shoot,,,84,I am going to shoot the next [IDENTITY_S] I see.,gender,no,group_characteristic,violence,yes,
584,threat_dir_h,I am going to shoot the next gay person I see. ,hateful,gay people,general,shoot,shoot,,,84,I am going to shoot the next [IDENTITY_S] I see.,sexual orientation,no,group_characteristic,violence,yes,
585,threat_dir_h,I am going to shoot the next black person I see. ,hateful,black people,general,shoot,shoot,,,84,I am going to shoot the next [IDENTITY_S] I see.,race,no,group_characteristic,violence,yes,
586,threat_dir_h,I am going to shoot the next disabled person I see. ,hateful,disabled people,general,shoot,shoot,,,84,I am going to shoot the next [IDENTITY_S] I see.,disability,no,group_characteristic,violence,yes,
587,threat_dir_h,I am going to shoot the next Muslim I see. ,hateful,Muslims,general,shoot,shoot,,,84,I am going to shoot the next [IDENTITY_S] I see.,religion,no,group_characteristic,violence,yes,
588,threat_dir_h,I am going to shoot the next immigrant I see. ,hateful,immigrants,general,shoot,shoot,,,84,I am going to shoot the next [IDENTITY_S] I see.,nationality,no,group_characteristic,violence,yes,
589,threat_dir_h,I am going to make those women suffer. ,hateful,women,directed,make ... suffer,make sb. suffer,,,85,I am going to make those [IDENTITY_P] suffer.,gender,no,group_characteristic,violence,yes,
590,threat_dir_h,I am going to make those trans people suffer. ,hateful,trans people,directed,make ... suffer,make sb. suffer,,,85,I am going to make those [IDENTITY_P] suffer.,gender,no,group_characteristic,violence,yes,
591,threat_dir_h,I am going to make those gay people suffer. ,hateful,gay people,directed,make ... suffer,make sb. suffer,,,85,I am going to make those [IDENTITY_P] suffer.,sexual orientation,no,group_characteristic,violence,yes,
592,threat_dir_h,I am going to make those black people suffer. ,hateful,black people,directed,make ... suffer,make sb. suffer,,,85,I am going to make those [IDENTITY_P] suffer.,race,no,group_characteristic,violence,yes,
593,threat_dir_h,I am going to make those disabled people suffer. ,hateful,disabled people,directed,make ... suffer,make sb. suffer,,,85,I am going to make those [IDENTITY_P] suffer.,disability,no,group_characteristic,violence,yes,
594,threat_dir_h,I am going to make those Muslims suffer. ,hateful,Muslims,directed,make ... suffer,make sb. suffer,,,85,I am going to make those [IDENTITY_P] suffer.,religion,no,group_characteristic,violence,yes,
595,threat_dir_h,I am going to make those immigrants suffer. ,hateful,immigrants,directed,make ... suffer,make sb. suffer,,,85,I am going to make those [IDENTITY_P] suffer.,nationality,no,group_characteristic,violence,yes,
596,threat_dir_h,I'm going to stab a woman tomorrow. ,hateful,women,general,stab,stab,,,86,I'm going to stab a [IDENTITY_S] tomorrow.,gender,no,group_characteristic,violence,yes,
597,threat_dir_h,I'm going to stab a trans person tomorrow. ,hateful,trans people,general,stab,stab,,,86,I'm going to stab a [IDENTITY_S] tomorrow.,gender,no,group_characteristic,violence,yes,
598,threat_dir_h,I'm going to stab a gay person tomorrow. ,hateful,gay people,general,stab,stab,,,86,I'm going to stab a [IDENTITY_S] tomorrow.,sexual orientation,no,group_characteristic,violence,yes,
599,threat_dir_h,I'm going to stab a black person tomorrow. ,hateful,black people,general,stab,stab,,,86,I'm going to stab a [IDENTITY_S] tomorrow.,race,no,group_characteristic,violence,yes,
600,threat_dir_h,I'm going to stab a disabled person tomorrow. ,hateful,disabled people,general,stab,stab,,,86,I'm going to stab a [IDENTITY_S] tomorrow.,disability,no,group_characteristic,violence,yes,
601,threat_dir_h,I'm going to stab a Muslim tomorrow. ,hateful,Muslims,general,stab,stab,,,86,I'm going to stab a [IDENTITY_S] tomorrow.,religion,no,group_characteristic,violence,yes,
602,threat_dir_h,I'm going to stab an immigrant tomorrow. ,hateful,immigrants,general,stab,stab,,,86,I'm going to stab a [IDENTITY_S] tomorrow.,nationality,no,group_characteristic,violence,yes,
603,threat_dir_h,I'll have to rape a woman today. ,hateful,women,general,rape,rape,,,87,I'll have to rape a [IDENTITY_S] today.,gender,no,group_characteristic,violence,yes,
604,threat_dir_h,I'll have to rape a trans person today. ,hateful,trans people,general,rape,rape,,,87,I'll have to rape a [IDENTITY_S] today.,gender,no,group_characteristic,violence,yes,
605,threat_dir_h,I'll have to rape a gay person today. ,hateful,gay people,general,rape,rape,,,87,I'll have to rape a [IDENTITY_S] today.,sexual orientation,no,group_characteristic,violence,yes,
606,threat_dir_h,I'll have to rape a black person today. ,hateful,black people,general,rape,rape,,,87,I'll have to rape a [IDENTITY_S] today.,race,no,group_characteristic,violence,yes,
607,threat_dir_h,I'll have to rape a disabled person today. ,hateful,disabled people,general,rape,rape,,,87,I'll have to rape a [IDENTITY_S] today.,disability,no,group_characteristic,violence,yes,
608,threat_dir_h,I'll have to rape a Muslim today. ,hateful,Muslims,general,rape,rape,,,87,I'll have to rape a [IDENTITY_S] today.,religion,no,group_characteristic,violence,yes,
609,threat_dir_h,I'll have to rape an immigrant today. ,hateful,immigrants,general,rape,rape,,,87,I'll have to rape a [IDENTITY_S] today.,nationality,no,group_characteristic,violence,yes,
610,threat_dir_h,I will hurt you and any other women like you. ,hateful,women,directed,hurt,hurt,,,88,I will hurt you and any other [IDENTITY_P] like you.,gender,no,group_characteristic,violence,yes,
611,threat_dir_h,I will hurt you and any other trans people like you. ,hateful,trans people,directed,hurt,hurt,,,88,I will hurt you and any other [IDENTITY_P] like you.,gender,no,group_characteristic,violence,yes,
612,threat_dir_h,I will hurt you and any other gay people like you. ,hateful,gay people,directed,hurt,hurt,,,88,I will hurt you and any other [IDENTITY_P] like you.,sexual orientation,no,group_characteristic,violence,yes,
613,threat_dir_h,I will hurt you and any other black people like you. ,hateful,black people,directed,hurt,hurt,,,88,I will hurt you and any other [IDENTITY_P] like you.,race,no,group_characteristic,violence,yes,
614,threat_dir_h,I will hurt you and any other disabled people like you. ,hateful,disabled people,directed,hurt,hurt,,,88,I will hurt you and any other [IDENTITY_P] like you.,disability,no,group_characteristic,violence,yes,
615,threat_dir_h,I will hurt you and any other Muslims like you. ,hateful,Muslims,directed,hurt,hurt,,,88,I will hurt you and any other [IDENTITY_P] like you.,religion,no,group_characteristic,violence,yes,
616,threat_dir_h,I will hurt you and any other immigrants like you. ,hateful,immigrants,directed,hurt,hurt,,,88,I will hurt you and any other [IDENTITY_P] like you.,nationality,no,group_characteristic,violence,yes,
617,threat_dir_h,I will cut their female throats. ,hateful,women,directed,cut ... throats,cut sb. throat,,,89,I will cut their [IDENTITY_A] throats.,gender,no,group_characteristic,violence,yes,
618,threat_dir_h,I will cut their trans throats. ,hateful,trans people,directed,cut ... throats,cut sb. throat,,,89,I will cut their [IDENTITY_A] throats.,gender,no,group_characteristic,violence,yes,
619,threat_dir_h,I will cut their gay throats. ,hateful,gay people,directed,cut ... throats,cut sb. throat,,,89,I will cut their [IDENTITY_A] throats.,sexual orientation,no,group_characteristic,violence,yes,
620,threat_dir_h,I will cut their black throats. ,hateful,black people,directed,cut ... throats,cut sb. throat,,,89,I will cut their [IDENTITY_A] throats.,race,no,group_characteristic,violence,yes,
621,threat_dir_h,I will cut their disabled throats. ,hateful,disabled people,directed,cut ... throats,cut sb. throat,,,89,I will cut their [IDENTITY_A] throats.,disability,no,group_characteristic,violence,yes,
622,threat_dir_h,I will cut their Muslim throats. ,hateful,Muslims,directed,cut ... throats,cut sb. throat,,,89,I will cut their [IDENTITY_A] throats.,religion,no,group_characteristic,violence,yes,
623,threat_dir_h,I will cut their immigrant throats. ,hateful,immigrants,directed,cut ... throats,cut sb. throat,,,89,I will cut their [IDENTITY_A] throats.,nationality,no,group_characteristic,violence,yes,
631,threat_dir_h,I'll snap that female neck of yours. ,hateful,women,directed,snap ... neck,snap sb. neck,,,91,I'll snap that [IDENTITY_A] neck of yours.,gender,no,group_characteristic,violence,yes,
632,threat_dir_h,I'll snap that trans neck of yours. ,hateful,trans people,directed,snap ... neck,snap sb. neck,,,91,I'll snap that [IDENTITY_A] neck of yours.,gender,no,group_characteristic,violence,yes,
633,threat_dir_h,I'll snap that gay neck of yours. ,hateful,gay people,directed,snap ... neck,snap sb. neck,,,91,I'll snap that [IDENTITY_A] neck of yours.,sexual orientation,no,group_characteristic,violence,yes,
634,threat_dir_h,I'll snap that black neck of yours. ,hateful,black people,directed,snap ... neck,snap sb. neck,,,91,I'll snap that [IDENTITY_A] neck of yours.,race,no,group_characteristic,violence,yes,
635,threat_dir_h,I'll snap that disabled neck of yours. ,hateful,disabled people,directed,snap ... neck,snap sb. neck,,,91,I'll snap that [IDENTITY_A] neck of yours.,disability,no,group_characteristic,violence,yes,
636,threat_dir_h,I'll snap that Muslim neck of yours. ,hateful,Muslims,directed,snap ... neck,snap sb. neck,,,91,I'll snap that [IDENTITY_A] neck of yours.,religion,no,group_characteristic,violence,yes,
637,threat_dir_h,I'll snap that immigrant neck of yours. ,hateful,immigrants,directed,snap ... neck,snap sb. neck,,,91,I'll snap that [IDENTITY_A] neck of yours.,nationality,no,group_characteristic,violence,yes,
638,threat_dir_h,We will keep attacking you women until you are gone. ,hateful,women,directed,attacking,attack,,,92,We will keep attacking you [IDENTITY_P] until you are gone.,gender,no,group_characteristic,violence,yes,
639,threat_dir_h,We will keep attacking you trans people until you are gone. ,hateful,trans people,directed,attacking,attack,,,92,We will keep attacking you [IDENTITY_P] until you are gone.,gender,no,group_characteristic,violence,yes,
640,threat_dir_h,We will keep attacking you gay people until you are gone. ,hateful,gay people,directed,attacking,attack,,,92,We will keep attacking you [IDENTITY_P] until you are gone.,sexual orientation,no,group_characteristic,violence,yes,
641,threat_dir_h,We will keep attacking you black people until you are gone. ,hateful,black people,directed,attacking,attack,,,92,We will keep attacking you [IDENTITY_P] until you are gone.,race,no,group_characteristic,violence,yes,
642,threat_dir_h,We will keep attacking you disabled people until you are gone. ,hateful,disabled people,directed,attacking,attack,,,92,We will keep attacking you [IDENTITY_P] until you are gone.,disability,no,group_characteristic,violence,yes,
643,threat_dir_h,We will keep attacking you Muslims until you are gone. ,hateful,Muslims,directed,attacking,attack,,,92,We will keep attacking you [IDENTITY_P] until you are gone.,religion,no,group_characteristic,violence,yes,
644,threat_dir_h,We will keep attacking you immigrants until you are gone. ,hateful,immigrants,directed,attacking,attack,,,92,We will keep attacking you [IDENTITY_P] until you are gone.,nationality,no,group_characteristic,violence,yes,
645,threat_dir_h,We'll torture these women without mercy. ,hateful,women,directed,torture,torture,,,93,We'll torture these [IDENTITY_P] without mercy.,gender,no,group_characteristic,violence,yes,
646,threat_dir_h,We'll torture these trans people without mercy. ,hateful,trans people,directed,torture,torture,,,93,We'll torture these [IDENTITY_P] without mercy.,gender,no,group_characteristic,violence,yes,
647,threat_dir_h,We'll torture these gay people without mercy. ,hateful,gay people,directed,torture,torture,,,93,We'll torture these [IDENTITY_P] without mercy.,sexual orientation,no,group_characteristic,violence,yes,
648,threat_dir_h,We'll torture these black people without mercy. ,hateful,black people,directed,torture,torture,,,93,We'll torture these [IDENTITY_P] without mercy.,race,no,group_characteristic,violence,yes,
649,threat_dir_h,We'll torture these disabled people without mercy. ,hateful,disabled people,directed,torture,torture,,,93,We'll torture these [IDENTITY_P] without mercy.,disability,no,group_characteristic,violence,yes,
650,threat_dir_h,We'll torture these Muslims without mercy. ,hateful,Muslims,directed,torture,torture,,,93,We'll torture these [IDENTITY_P] without mercy.,religion,no,group_characteristic,violence,yes,
651,threat_dir_h,We'll torture these immigrants without mercy. ,hateful,immigrants,directed,torture,torture,,,93,We'll torture these [IDENTITY_P] without mercy.,nationality,no,group_characteristic,violence,yes,
652,threat_dir_h,We are going to put an end to all women. ,hateful,women,general,put an end to,put an end to,,,94,We are going to put an end to all [IDENTITY_P].,gender,no,group_characteristic,violence,yes,
653,threat_dir_h,We are going to put an end to all trans people. ,hateful,trans people,general,put an end to,put an end to,,,94,We are going to put an end to all [IDENTITY_P].,gender,no,group_characteristic,violence,yes,
654,threat_dir_h,We are going to put an end to all gay people. ,hateful,gay people,general,put an end to,put an end to,,,94,We are going to put an end to all [IDENTITY_P].,sexual orientation,no,group_characteristic,violence,yes,
655,threat_dir_h,We are going to put an end to all black people. ,hateful,black people,general,put an end to,put an end to,,,94,We are going to put an end to all [IDENTITY_P].,race,no,group_characteristic,violence,yes,
656,threat_dir_h,We are going to put an end to all disabled people. ,hateful,disabled people,general,put an end to,put an end to,,,94,We are going to put an end to all [IDENTITY_P].,disability,no,group_characteristic,violence,yes,
